fund_id,fund_name,amc_id,category_id,risk_rating_id,benchmark_id,inception_date
43180,Fund 109,7,6,3,2,2020-04-13
43181,Fund 140,4,1,2,2,2012-01-19
43182,Fund 27,5,6,2,4,1991-10-28
43183,Fund 14,7,2,2,5,2002-07-03
43184,Fund 180,5,4,1,3,1997-08-07
43185,Fund 101,8,4,2,1,2016-10-16
43186,Fund 18,1,2,2,3,2016-11-02
43187,Fund 57,1,2,3,3,1997-03-28
43188,Fund 88,7,3,4,2,1992-01-23
43189,Fund 39,2,6,2,5,2014-06-19
43190,Fund 13,6,3,3,2,2010-01-27
43191,Fund 4,5,5,1,2,2006-02-21
43192,Fund 117,3,6,2,2,2011-10-21
43193,Fund 117,8,6,1,4,2010-10-10
43194,Fund 195,7,4,3,2,2005-07-04
43195,Fund 58,8,5,1,2,2018-04-12
43196,Fund 104,1,4,3,1,2009-07-27
43197,Fund 200,7,3,1,5,2019-12-17
43198,Fund 55,7,4,2,5,2003-09-01
43199,Fund 107,7,6,1,5,2002-12-07
43200,Fund 162,2,4,4,2,2022-08-20
43201,Fund 121,7,6,2,3,2008-03-27
43202,Fund 100,4,5,3,1,1997-05-12
43203,Fund 84,3,1,2,3,2003-02-08
43204,Fund 188,6,3,4,1,1992-01-20
43205,Fund 30,7,6,1,3,2012-11-13
43206,Fund 2,2,5,1,3,1991-05-15
43207,Fund 179,4,4,3,5,2012-12-01
43208,Fund 199,2,6,2,3,2016-05-02
43209,Fund 94,4,2,1,3,1999-06-26
43210,Fund 82,8,4,4,2,2013-03-05
43211,Fund 10,8,4,2,5,1996-01-17
43212,Fund 166,4,2,2,1,2017-10-08
43213,Fund 200,1,1,2,1,2004-04-26
43214,Fund 77,1,1,1,3,2012-04-11
43215,Fund 182,1,1,4,3,2016-12-19
43216,Fund 144,6,3,1,3,2018-01-06
43217,Fund 148,7,2,3,3,1994-12-06
43218,Fund 56,4,6,3,3,2000-11-25
43219,Fund 108,7,2,4,1,1998-11-14
43220,Fund 34,1,1,1,4,1999-09-21
43221,Fund 80,8,1,3,4,2004-12-12
43222,Fund 130,4,4,4,4,2009-01-22
43223,Fund 48,6,6,1,2,2014-06-20
43224,Fund 96,2,4,1,2,2017-04-08
43225,Fund 135,6,6,1,1,1996-10-21
43226,Fund 164,6,6,1,2,2002-10-20
43227,Fund 60,8,2,1,4,1993-10-15
43228,Fund 48,1,1,4,1,2004-06-01
43229,Fund 136,7,5,3,3,2000-05-06
43230,Fund 128,1,6,4,5,2005-05-06
43231,Fund 167,1,2,3,5,2009-03-20
43232,Fund 127,7,2,2,3,2005-03-16
43233,Fund 7,8,2,3,1,2021-08-03
43234,Fund 41,2,1,4,3,1992-06-18
43235,Fund 40,7,4,3,1,1999-06-06
43236,Fund 180,6,5,4,2,2015-04-11
43237,Fund 164,8,6,1,5,2006-09-25
43238,Fund 140,1,4,1,2,2012-01-27
43239,Fund 191,5,1,3,4,2004-06-28
43240,Fund 200,1,3,1,1,2004-08-01
43241,Fund 68,4,6,4,1,2013-04-02
43242,Fund 17,3,4,1,3,2012-04-03
43243,Fund 111,4,6,1,4,2009-07-19
43244,Fund 165,1,1,3,1,1990-12-05
43245,Fund 134,8,2,3,1,2019-05-12
43246,Fund 16,6,3,1,5,2017-10-01
43247,Fund 5,7,4,3,3,2013-07-27
43248,Fund 83,8,4,3,4,2012-08-09
43249,Fund 57,2,3,2,5,2015-01-11
43250,Fund 17,3,1,4,2,2017-07-21
43251,Fund 88,8,6,1,3,2006-01-27
43252,Fund 75,4,5,3,5,2009-07-12
43253,Fund 186,2,2,2,3,1999-11-01
43254,Fund 98,1,3,1,5,1996-09-06
43255,Fund 200,6,4,4,5,1990-10-22
43256,Fund 187,8,4,4,3,1993-08-19
43257,Fund 123,7,3,1,2,2005-04-09
43258,Fund 5,1,2,4,4,2006-03-16
43259,Fund 39,5,4,1,4,2022-05-10
43260,Fund 47,4,5,1,5,2004-12-25
43261,Fund 188,7,3,1,5,2004-03-19
43262,Fund 44,5,4,4,1,2014-05-24
43263,Fund 6,4,6,3,4,2018-07-20
43264,Fund 155,5,5,2,1,2012-07-07
43265,Fund 190,2,1,3,4,2013-07-26
43266,Fund 159,7,2,1,3,2005-07-15
43267,Fund 190,8,5,1,5,1992-12-06
43268,Fund 15,4,6,1,1,2010-01-02
43269,Fund 104,2,4,3,5,2021-05-27
43270,Fund 198,8,4,1,5,2015-03-06
43271,Fund 196,3,1,4,3,2015-07-27
43272,Fund 173,8,1,4,2,1992-12-15
43273,Fund 178,6,5,3,3,2009-05-21
43274,Fund 150,5,2,3,4,2019-02-18
43275,Fund 140,5,3,4,4,2014-07-24
43276,Fund 98,1,3,2,3,2003-03-18
43277,Fund 22,6,5,1,2,1992-10-14
43278,Fund 75,6,3,3,5,2021-11-02
43279,Fund 14,3,4,3,3,1999-05-21
43280,Fund 11,1,3,2,1,1995-07-13
43281,Fund 185,1,1,1,3,2017-12-21
43282,Fund 77,3,1,4,4,1998-10-09
43283,Fund 182,3,3,1,4,1994-01-17
43284,Fund 86,4,6,4,2,2011-06-16
43285,Fund 109,2,3,2,3,2000-08-16
43286,Fund 142,4,4,1,3,1992-09-20
43287,Fund 167,8,3,4,3,2021-07-02
43288,Fund 126,8,4,1,2,2017-09-11
43289,Fund 24,8,6,4,4,2002-02-03
43290,Fund 102,5,3,2,2,2019-01-11
43291,Fund 129,6,5,1,3,1992-12-18
43292,Fund 115,8,3,3,5,1998-07-28
43293,Fund 190,4,3,2,1,2002-04-15
43294,Fund 2,3,1,2,2,1999-05-17
43295,Fund 115,1,6,4,3,2012-02-18
43296,Fund 48,4,1,1,2,2003-08-22
43297,Fund 189,8,1,3,3,2014-06-11
43298,Fund 168,4,3,4,2,2003-06-27
43299,Fund 102,1,1,4,5,2007-08-09
43300,Fund 16,1,6,4,1,2011-09-16
43301,Fund 154,4,5,1,2,1997-10-07
43302,Fund 188,4,3,1,1,2008-07-06
43303,Fund 104,3,3,1,4,1993-01-14
43304,Fund 184,6,5,4,3,2006-07-12
43305,Fund 62,6,2,1,5,1992-12-12
43306,Fund 132,5,6,3,5,2010-05-10
43307,Fund 71,8,6,4,4,2016-07-19
43308,Fund 87,4,5,3,1,2018-08-10
43309,Fund 12,4,3,4,4,1997-01-15
43310,Fund 120,2,2,2,4,1992-08-23
43311,Fund 20,2,2,4,2,2002-12-22
43312,Fund 34,5,4,4,2,2018-07-03
43313,Fund 104,5,1,2,4,2013-10-11
43314,Fund 51,2,6,1,1,2022-07-28
43315,Fund 77,5,2,4,2,2004-11-08
43316,Fund 159,2,2,1,1,2007-07-23
43317,Fund 46,2,1,2,2,2007-01-20
43318,Fund 21,5,3,2,5,1990-09-04
43319,Fund 45,5,6,3,5,2003-05-06
43320,Fund 134,1,2,4,3,2004-02-03
43321,Fund 85,4,4,1,2,2013-12-08
43322,Fund 139,7,3,2,4,2019-11-28
43323,Fund 29,7,5,2,5,2006-04-10
43324,Fund 115,8,5,3,3,2014-10-17
43325,Fund 152,3,4,2,4,2014-06-06
43326,Fund 170,3,3,1,5,2014-09-08
43327,Fund 2,5,4,3,3,2012-12-03
43328,Fund 167,3,4,1,4,2022-12-07
43329,Fund 126,7,6,4,1,1990-01-28
43330,Fund 80,5,3,1,1,2003-06-03
43331,Fund 30,1,6,3,3,2007-01-16
43332,Fund 38,3,6,2,1,2002-06-02
43333,Fund 79,3,1,2,1,2005-07-05
43334,Fund 194,7,6,1,5,2000-08-09
43335,Fund 27,2,2,3,4,2012-04-08
43336,Fund 125,6,4,1,3,2011-02-01
43337,Fund 164,6,5,1,4,2004-08-17
43338,Fund 8,8,6,4,2,2005-11-06
43339,Fund 10,3,4,2,3,2001-12-21
43340,Fund 1,8,6,4,3,2022-05-10
43341,Fund 197,6,5,4,2,1995-04-06
43342,Fund 44,6,6,1,4,2009-05-13
43343,Fund 191,2,4,3,1,2015-03-10
43344,Fund 174,3,4,4,3,1999-07-23
43345,Fund 69,4,1,1,1,2007-05-20
43346,Fund 65,2,3,4,4,2006-05-11
43347,Fund 99,6,4,4,5,2009-07-02
43348,Fund 170,3,2,1,4,2005-05-18
43349,Fund 19,1,3,3,3,2021-12-21
43350,Fund 21,6,1,4,4,1992-12-24
43351,Fund 10,8,6,1,5,2020-03-13
43352,Fund 69,5,6,3,5,1996-01-14
43353,Fund 84,5,1,3,2,2006-07-02
43354,Fund 68,3,4,1,2,2005-08-23
43355,Fund 84,4,1,1,2,2001-05-10
43356,Fund 128,2,6,2,2,2017-11-09
43357,Fund 46,3,6,4,1,2016-11-09
43358,Fund 97,1,6,2,2,1993-07-22
43359,Fund 93,1,4,3,5,2018-11-14
43360,Fund 40,1,2,1,4,1991-03-02
43361,Fund 176,4,5,4,1,1996-04-15
43362,Fund 46,6,6,1,3,1997-05-06
43363,Fund 133,4,1,1,3,2013-03-24
43364,Fund 28,6,5,1,4,1992-12-23
43365,Fund 22,6,5,4,5,2005-07-25
43366,Fund 147,1,1,2,4,2012-10-24
43367,Fund 64,6,1,3,3,2015-08-11
43368,Fund 195,7,2,3,5,2000-06-06
43369,Fund 13,3,3,3,5,2018-07-04
43370,Fund 150,8,6,3,4,2011-01-17
43371,Fund 87,7,3,1,3,2006-02-06
43372,Fund 90,3,1,3,5,2005-11-10
43373,Fund 177,5,3,2,5,1992-05-26
43374,Fund 4,4,1,2,3,1999-01-13
43375,Fund 83,2,6,4,4,2020-02-04
43376,Fund 87,1,3,4,2,2021-09-19
43377,Fund 164,8,6,3,1,2015-02-04
43378,Fund 37,3,1,2,1,1993-06-02
43379,Fund 43,7,4,1,5,2009-04-23
43380,Fund 167,1,4,2,4,1996-09-24
43381,Fund 75,1,1,4,5,1996-06-23
43382,Fund 60,4,4,2,1,2003-04-04
43383,Fund 54,4,6,1,5,1992-08-20
43384,Fund 165,7,1,2,4,1993-12-01
43385,Fund 93,3,1,1,4,2011-11-08
43386,Fund 158,4,5,4,1,1999-10-19
43387,Fund 25,7,1,4,1,2016-02-07
43388,Fund 149,8,4,2,4,2007-12-06
43389,Fund 68,3,2,1,2,2006-01-10
43390,Fund 144,1,4,3,2,1991-04-19
43391,Fund 78,8,2,1,3,2022-01-07
43392,Fund 99,2,6,4,4,2017-07-03
43393,Fund 115,1,3,3,2,1997-03-27
43394,Fund 165,1,2,2,1,2005-05-14
43395,Fund 161,7,1,2,3,2012-05-26
43396,Fund 107,4,2,3,1,2013-08-02
43397,Fund 46,8,1,3,4,2016-12-11
43398,Fund 45,8,3,1,2,2022-08-03
43399,Fund 150,7,1,4,4,2019-10-09
43400,Fund 46,8,6,2,2,2015-09-03
43401,Fund 192,3,2,1,5,2022-02-26
43402,Fund 121,4,5,4,3,2020-05-13
43403,Fund 192,7,1,1,3,2020-02-15
43404,Fund 129,5,2,2,1,2008-05-25
43405,Fund 43,6,2,2,1,1993-03-17
43406,Fund 187,3,3,1,2,2020-09-10
43407,Fund 144,1,5,3,4,2007-10-09
43408,Fund 183,7,2,4,1,1995-09-22
43409,Fund 170,2,3,2,1,1994-05-10
43410,Fund 68,5,2,4,4,2018-05-05
43411,Fund 110,2,1,4,3,2004-10-20
43412,Fund 42,4,4,1,5,2003-05-20
43413,Fund 116,7,6,4,5,2019-08-01
43414,Fund 113,2,4,2,2,2009-08-03
43415,Fund 149,5,4,1,5,2003-08-20
43416,Fund 63,3,6,3,3,2019-10-06
43417,Fund 33,8,5,3,2,1994-07-25
43418,Fund 188,5,5,4,4,1998-07-09
43419,Fund 103,3,4,2,5,1997-01-08
43420,Fund 155,1,1,4,1,2010-08-17
43421,Fund 110,7,4,1,1,1999-02-14
43422,Fund 161,1,3,2,3,2005-12-27
43423,Fund 117,5,1,1,3,1994-06-01
43424,Fund 63,8,6,2,2,2018-11-05
43425,Fund 187,4,5,1,3,1991-10-23
43426,Fund 131,7,1,1,1,2017-03-13
43427,Fund 142,3,2,2,3,2011-07-05
43428,Fund 119,2,4,4,1,2004-09-05
43429,Fund 102,7,2,3,5,2011-08-08
43430,Fund 121,4,4,1,2,2010-06-02
43431,Fund 29,2,1,3,5,1990-12-15
43432,Fund 96,8,2,4,5,2000-11-19
43433,Fund 17,8,4,2,1,1993-04-23
43434,Fund 33,3,5,1,3,1998-07-21
43435,Fund 189,5,2,1,4,1996-02-04
43436,Fund 47,2,1,4,1,2013-12-07
43437,Fund 120,4,2,1,2,2002-10-12
43438,Fund 162,3,4,3,5,1995-09-13
43439,Fund 116,3,2,2,4,1991-10-27
43440,Fund 61,5,2,3,5,2002-04-10
43441,Fund 28,7,5,3,5,2020-09-16
43442,Fund 40,2,5,3,5,2018-10-07
43443,Fund 131,4,4,2,5,2003-04-04
43444,Fund 25,1,1,2,1,2003-08-10
43445,Fund 27,3,5,1,5,1991-01-16
43446,Fund 127,5,4,2,2,2013-09-12
43447,Fund 94,7,5,1,3,2003-09-16
43448,Fund 75,4,4,2,2,2006-08-20
43449,Fund 60,5,1,3,2,2007-01-10
43450,Fund 127,1,6,3,4,2011-09-05
43451,Fund 10,5,6,2,5,2010-09-16
43452,Fund 75,7,1,2,3,2020-02-04
43453,Fund 151,6,4,4,5,1994-08-05
43454,Fund 177,1,1,2,1,1991-02-06
43455,Fund 142,8,3,1,2,2013-04-06
43456,Fund 160,3,5,2,5,2012-07-02
43457,Fund 161,5,2,4,3,2018-08-26
43458,Fund 114,6,4,2,5,1991-01-09
43459,Fund 119,1,1,3,3,2008-04-14
43460,Fund 125,5,6,4,4,2005-07-24
43461,Fund 149,4,2,3,3,1998-05-21
43462,Fund 161,4,2,1,5,1995-06-14
43463,Fund 88,4,5,2,2,2004-02-17
43464,Fund 177,2,3,3,2,1994-07-22
43465,Fund 150,3,5,3,5,2011-11-13
43466,Fund 52,1,2,1,3,1994-01-23
43467,Fund 10,7,2,4,3,2022-03-14
43468,Fund 200,7,4,2,1,2017-08-03
43469,Fund 164,4,5,3,4,2018-04-20
43470,Fund 110,2,6,4,2,2009-02-17
43471,Fund 161,7,6,1,1,2019-07-27
43472,Fund 194,3,4,3,4,1997-08-07
43473,Fund 182,7,2,2,2,2006-03-23
43474,Fund 153,6,1,3,2,2010-04-22
43475,Fund 174,8,3,1,5,2015-03-26
43476,Fund 14,5,6,1,2,1992-04-02
43477,Fund 53,8,2,3,1,2011-01-24
43478,Fund 124,6,2,2,1,1996-12-08
43479,Fund 76,1,3,1,3,2001-10-21
43480,Fund 96,7,6,2,1,2003-12-08
43481,Fund 63,6,5,4,4,1990-05-20
43482,Fund 165,6,2,3,5,1997-01-01
43483,Fund 26,5,3,2,4,1990-07-01
43484,Fund 64,4,5,4,3,2018-10-21
43485,Fund 110,8,1,2,4,2013-09-13
43486,Fund 11,8,1,4,2,2009-07-01
43487,Fund 142,1,4,2,4,2014-03-13
43488,Fund 195,5,3,1,3,2021-03-28
43489,Fund 61,3,4,1,5,1996-12-15
43490,Fund 4,2,5,1,1,1996-09-07
43491,Fund 105,4,6,4,2,2008-09-03
43492,Fund 123,1,5,4,3,2018-05-13
43493,Fund 141,8,3,4,1,2018-01-10
43494,Fund 159,4,6,4,1,2005-05-22
43495,Fund 25,7,3,3,3,2015-01-07
43496,Fund 113,2,6,4,5,1993-01-21
43497,Fund 191,3,6,3,2,2004-06-27
43498,Fund 59,4,4,3,5,2010-03-17
43499,Fund 11,4,1,4,5,2002-08-15
43500,Fund 129,3,1,4,3,2019-05-08
43501,Fund 30,2,4,2,2,1999-10-12
43502,Fund 131,5,3,2,4,2019-04-01
43503,Fund 166,4,4,4,3,2014-07-03
43504,Fund 190,2,2,4,4,2004-04-02
43505,Fund 102,2,5,4,2,2013-07-06
43506,Fund 57,6,1,4,1,1991-10-11
43507,Fund 96,2,2,4,1,2022-03-05
43508,Fund 30,7,2,2,3,2022-11-11
43509,Fund 98,3,2,1,5,1998-03-28
43510,Fund 153,6,1,4,3,1992-11-09
43511,Fund 74,1,3,1,2,1992-03-12
43512,Fund 98,5,2,1,5,2014-02-09
43513,Fund 117,2,3,4,5,1993-08-18
43514,Fund 167,6,2,4,4,2008-12-23
43515,Fund 178,6,1,3,4,2021-03-22
43516,Fund 78,2,4,3,4,2010-03-15
43517,Fund 63,4,4,4,5,2013-07-14
43518,Fund 105,1,6,1,4,2022-09-11
43519,Fund 118,2,6,2,1,2007-08-04
43520,Fund 169,6,6,1,5,2014-09-09
43521,Fund 55,4,1,3,2,2011-07-24
43522,Fund 168,1,2,4,5,2002-06-17
43523,Fund 195,7,6,3,4,1997-05-21
43524,Fund 43,3,6,4,3,1991-02-25
43525,Fund 70,7,3,2,3,1994-12-09
43526,Fund 26,6,3,1,5,2019-11-28
43527,Fund 58,7,2,3,3,2009-03-05
43528,Fund 84,3,4,2,1,2014-01-04
43529,Fund 137,6,5,1,2,2019-08-25
43530,Fund 160,4,4,2,4,2003-04-27
43531,Fund 130,7,3,3,3,2002-09-15
43532,Fund 36,7,1,1,1,2015-01-14
43533,Fund 113,1,6,4,2,2003-04-05
43534,Fund 159,3,1,4,4,2006-01-20
43535,Fund 10,3,4,4,4,2020-02-17
43536,Fund 197,3,3,4,4,2002-03-01
43537,Fund 148,5,2,1,1,2006-06-18
43538,Fund 87,8,1,3,5,2005-02-11
43539,Fund 128,6,5,4,3,2016-11-11
43540,Fund 159,3,1,3,5,2009-06-16
43541,Fund 29,4,4,1,3,2003-01-17
43542,Fund 152,6,4,4,2,1993-01-09
43543,Fund 5,1,1,2,1,1996-11-28
43544,Fund 55,7,6,1,2,1998-10-27
43545,Fund 200,5,1,3,4,1992-12-04
43546,Fund 104,1,3,3,4,2012-10-17
43547,Fund 30,3,5,4,5,2021-11-18
43548,Fund 128,1,4,2,5,1999-01-12
43549,Fund 63,2,6,1,3,2022-11-22
43550,Fund 5,1,6,2,2,2016-06-04
43551,Fund 131,6,4,1,4,2003-07-27
43552,Fund 24,4,2,3,3,2010-06-23
43553,Fund 168,3,5,4,5,2000-02-14
43554,Fund 197,5,1,4,4,2017-12-22
43555,Fund 67,4,3,1,3,2013-05-13
43556,Fund 61,4,4,4,3,1999-02-26
43557,Fund 142,6,4,4,4,2008-10-05
43558,Fund 24,6,1,2,5,2010-08-06
43559,Fund 1,4,5,3,2,2017-06-07
43560,Fund 186,1,5,3,3,2008-08-01
43561,Fund 102,4,3,2,5,2022-02-15
43562,Fund 91,7,5,4,2,2008-09-01
43563,Fund 111,1,1,4,1,1994-06-07
43564,Fund 106,2,1,1,1,1996-12-18
43565,Fund 144,7,1,2,3,2018-04-14
43566,Fund 58,4,5,4,3,1997-06-11
43567,Fund 172,8,6,3,5,2010-09-14
43568,Fund 52,8,4,2,4,2021-02-10
43569,Fund 110,5,1,4,5,2022-07-09
43570,Fund 130,8,6,3,4,2005-04-27
43571,Fund 74,5,6,2,1,2010-12-14
43572,Fund 112,8,6,3,2,2022-03-10
43573,Fund 109,8,6,1,1,2005-02-02
43574,Fund 198,6,2,4,3,2006-03-20
43575,Fund 34,2,4,4,4,2009-05-25
43576,Fund 200,7,4,4,5,1990-10-22
43577,Fund 192,2,2,1,5,1995-08-24
43578,Fund 152,8,4,3,3,2009-03-05
43579,Fund 120,6,4,3,5,2022-05-14
43580,Fund 80,7,3,3,3,1996-05-23
43581,Fund 103,4,1,4,5,2014-04-21
43582,Fund 53,8,5,1,2,1996-01-12
43583,Fund 74,7,5,3,1,2019-10-10
43584,Fund 82,1,6,3,2,2011-04-26
43585,Fund 122,7,3,1,5,1992-10-12
43586,Fund 88,3,1,4,4,1993-10-01
43587,Fund 100,2,2,1,1,2000-04-24
43588,Fund 66,3,3,1,3,2004-08-11
43589,Fund 104,7,5,2,1,1992-08-12
43590,Fund 41,1,3,2,1,2000-08-06
43591,Fund 157,5,5,3,1,2015-01-01
43592,Fund 85,1,2,2,2,1997-12-04
43593,Fund 159,5,1,1,5,2017-07-22
43594,Fund 119,7,3,2,2,1991-04-06
43595,Fund 1,3,3,4,5,2010-03-06
43596,Fund 147,2,3,3,4,2014-04-08
43597,Fund 132,7,2,1,1,1992-08-22
43598,Fund 64,2,2,2,1,2000-03-09
43599,Fund 41,2,5,2,5,2018-04-04
43600,Fund 121,2,2,4,4,2010-08-15
43601,Fund 119,8,1,3,5,1995-04-02
43602,Fund 54,6,4,4,5,2016-10-26
43603,Fund 36,4,1,4,5,2002-01-28
43604,Fund 198,6,2,4,5,2013-08-27
43605,Fund 191,8,4,4,1,2009-01-21
43606,Fund 14,3,1,1,2,1993-04-04
43607,Fund 185,3,6,2,4,1991-12-27
43608,Fund 65,7,2,3,5,2018-11-23
43609,Fund 51,3,5,2,5,2012-06-15
43610,Fund 136,8,3,2,1,1991-03-14
43611,Fund 188,1,4,2,4,1998-07-06
43612,Fund 144,1,3,3,4,2011-08-18
43613,Fund 26,1,2,4,2,2007-03-24
43614,Fund 123,1,2,4,3,2015-10-24
43615,Fund 194,7,6,1,2,2004-12-02
43616,Fund 84,7,4,1,3,1998-06-17
43617,Fund 91,4,2,1,3,1992-01-22
43618,Fund 65,7,4,2,4,1997-06-18
43619,Fund 108,5,6,1,5,2008-05-03
43620,Fund 118,2,1,3,3,2006-02-22
43621,Fund 15,6,5,2,2,2018-06-11
43622,Fund 33,8,2,4,5,2012-08-20
43623,Fund 43,8,5,4,5,2004-09-17
43624,Fund 51,7,3,1,5,2019-09-26
43625,Fund 186,5,1,4,2,2012-06-18
43626,Fund 23,3,1,3,1,1999-09-06
43627,Fund 24,3,1,1,5,2019-05-17
43628,Fund 88,3,4,2,2,2007-03-17
43629,Fund 1,3,6,1,3,2003-01-25
43630,Fund 71,8,4,3,5,2015-01-13
43631,Fund 193,6,3,3,4,2018-12-10
43632,Fund 28,5,5,2,5,2019-11-27
43633,Fund 117,4,1,2,2,2017-06-19
43634,Fund 124,3,2,2,5,2006-05-08
43635,Fund 151,2,6,2,4,2019-10-11
43636,Fund 104,7,5,4,3,2015-07-15
43637,Fund 108,6,3,2,3,2011-07-11
43638,Fund 11,2,1,1,1,1995-04-04
43639,Fund 162,5,2,1,3,2014-09-06
43640,Fund 133,1,2,2,1,2003-08-04
43641,Fund 177,4,1,1,4,2016-10-17
43642,Fund 179,7,1,3,4,2009-04-20
43643,Fund 128,8,1,3,1,2001-12-28
43644,Fund 13,6,6,4,3,2017-05-06
43645,Fund 79,4,1,3,2,1994-08-26
43646,Fund 94,2,3,3,1,2008-01-22
43647,Fund 52,6,1,2,2,1995-01-05
43648,Fund 44,1,4,4,2,2001-01-15
43649,Fund 13,1,6,4,1,2014-08-11
43650,Fund 55,5,3,4,4,2017-11-06
43651,Fund 151,6,5,3,1,1994-06-21
43652,Fund 56,1,2,3,1,1992-01-16
43653,Fund 23,7,1,4,1,2008-03-13
43654,Fund 12,1,1,2,4,2010-07-15
43655,Fund 35,3,1,2,3,2007-04-08
43656,Fund 187,4,4,2,2,1992-03-02
43657,Fund 35,4,1,1,1,1991-12-22
43658,Fund 173,3,5,2,4,2011-08-27
43659,Fund 174,6,1,4,2,1990-08-19
43660,Fund 72,2,6,4,1,2005-02-23
43661,Fund 103,6,4,2,5,1990-12-17
43662,Fund 164,7,3,4,2,2008-09-04
43663,Fund 108,4,4,1,3,2018-05-23
43664,Fund 29,3,6,2,4,2015-05-17
43665,Fund 172,3,4,3,4,2009-07-07
43666,Fund 153,6,1,4,5,2002-07-08
43667,Fund 63,2,4,1,4,1997-10-15
43668,Fund 66,2,1,1,2,2000-05-19
43669,Fund 66,4,2,3,5,1997-09-14
43670,Fund 57,3,1,4,3,2018-04-10
43671,Fund 111,8,3,3,4,2000-04-04
43672,Fund 154,8,4,2,3,2009-09-15
43673,Fund 181,1,3,1,2,2017-01-18
43674,Fund 4,7,3,1,3,2018-02-06
43675,Fund 157,4,5,2,2,2007-11-24
43676,Fund 187,5,5,1,4,1996-11-12
43677,Fund 37,2,4,2,5,2002-01-13
43678,Fund 135,3,5,1,2,1998-10-19
43679,Fund 116,7,2,4,2,2020-06-18
43680,Fund 85,3,3,1,3,2007-02-25
43681,Fund 80,4,5,1,4,1994-09-21
43682,Fund 107,1,2,4,4,2022-05-20
43683,Fund 184,2,5,1,2,2017-08-21
43684,Fund 98,7,5,4,1,1992-04-24
43685,Fund 188,1,1,3,2,2007-10-02
43686,Fund 124,3,3,4,5,2013-06-15
43687,Fund 70,1,3,4,2,2005-04-07
43688,Fund 99,1,4,2,3,2019-05-15
43689,Fund 171,3,5,4,4,2012-09-22
43690,Fund 196,2,2,1,2,2002-01-05
43691,Fund 33,5,5,2,5,2016-08-02
43692,Fund 111,8,1,1,1,2002-04-11
43693,Fund 139,4,4,1,3,2018-08-23
43694,Fund 106,1,6,1,1,2018-02-07
43695,Fund 112,7,2,4,1,1994-07-13
43696,Fund 171,7,4,2,1,2003-07-08
43697,Fund 142,7,1,2,2,2021-06-15
43698,Fund 159,8,5,3,4,1990-03-07
43699,Fund 121,6,4,4,1,2021-05-08
43700,Fund 172,1,4,3,5,2010-06-19
43701,Fund 168,2,2,2,4,2017-07-10
43702,Fund 104,6,3,3,2,2007-11-04
43703,Fund 22,6,6,1,5,2008-02-15
43704,Fund 56,8,1,1,3,2020-05-04
43705,Fund 57,2,2,4,4,1993-07-21
43706,Fund 153,1,5,2,5,2000-04-19
43707,Fund 133,5,3,1,3,2017-10-04
43708,Fund 11,3,3,2,2,2020-05-21
43709,Fund 129,5,1,2,2,1994-12-14
43710,Fund 163,3,2,2,3,2015-12-15
43711,Fund 141,4,3,2,3,1996-05-24
43712,Fund 118,3,4,3,5,2010-07-09
43713,Fund 163,1,5,2,1,2000-06-14
43714,Fund 29,3,2,4,5,1992-05-13
43715,Fund 81,2,4,1,3,2002-02-16
43716,Fund 159,5,4,2,5,2007-02-28
43717,Fund 53,3,5,2,2,2008-12-07
43718,Fund 101,8,2,1,1,1995-11-03
43719,Fund 98,2,2,1,3,2010-04-05
43720,Fund 118,1,4,2,3,2008-06-26
43721,Fund 181,3,1,1,2,2021-10-15
43722,Fund 92,2,3,2,5,2017-06-20
43723,Fund 184,2,6,3,5,2003-06-28
43724,Fund 3,1,5,3,4,1990-08-07
43725,Fund 77,6,4,4,3,2001-11-13
43726,Fund 189,2,2,2,5,2015-08-07
43727,Fund 181,3,5,4,2,2007-02-05
43728,Fund 146,3,1,1,1,1996-06-25
43729,Fund 191,2,2,1,3,1990-07-02
43730,Fund 196,6,6,2,1,2016-01-07
43731,Fund 134,2,1,4,1,1992-10-02
43732,Fund 9,7,2,3,2,2015-02-15
43733,Fund 100,5,6,1,3,1997-03-05
43734,Fund 121,1,6,4,2,2003-02-10
43735,Fund 155,3,3,2,2,2018-06-08
43736,Fund 72,3,4,4,3,2004-02-18
43737,Fund 108,4,3,1,3,1998-06-17
43738,Fund 24,8,5,2,4,2008-12-08
43739,Fund 148,4,6,2,1,2017-11-27
43740,Fund 163,2,6,1,5,1999-01-25
43741,Fund 151,7,4,2,1,2001-04-14
43742,Fund 185,4,3,1,2,2019-04-21
43743,Fund 93,1,2,1,2,2000-08-15
43744,Fund 11,7,5,2,3,1993-09-25
43745,Fund 156,4,1,1,1,2007-02-24
43746,Fund 13,8,5,3,4,1994-06-01
43747,Fund 185,5,3,3,5,1995-01-26
43748,Fund 70,1,3,4,5,2005-05-23
43749,Fund 70,4,4,2,3,1994-04-01
43750,Fund 137,8,2,4,5,1995-10-01
43751,Fund 105,1,4,3,2,2003-09-23
43752,Fund 100,6,5,4,5,1997-11-09
43753,Fund 113,1,3,1,5,2020-08-16
43754,Fund 110,8,4,2,1,2020-08-27
43755,Fund 88,4,5,3,3,2013-12-14
43756,Fund 71,5,5,2,4,2006-07-04
43757,Fund 119,2,3,3,1,2006-07-25
43758,Fund 19,3,6,1,5,2020-01-07
43759,Fund 118,6,6,2,2,2014-03-19
43760,Fund 47,7,5,4,4,2008-08-14
