fund_id,nav,aum_in_cr,expense_ratio,1yr_return,3yr_return,5yr_return
47977,305.92,18834.55,2.57,0.79,3.38,10.92
47978,368.69,3684.85,1.93,15.44,9.36,8.68
47979,14.66,22409.07,2.59,29.6,22.15,14.25
47980,329.9,41801.46,2.68,29.19,9.24,11.21
47981,409.53,30215.44,2.47,-6.57,-1.7,4.87
47982,362.69,13525.93,1.75,27.84,9.36,23.19
47983,126.07,43339.33,2.48,16.02,15.17,8.4
47984,162.85,44495.36,0.8,-2.35,-4.78,10.71
47985,28.55,6726.75,1.84,9.19,26.65,1.76
47986,232.25,33653.99,0.75,3.78,25.03,23.73
47987,256.68,47518.63,1.48,5.23,-2.55,8.28
47988,234.55,3579.16,2.16,20.55,29.67,3.41
47989,176.38,28869.16,0.65,-4.89,18.24,19.22
47990,128.28,40739.22,1.54,22.48,21.74,13.06
47991,22.94,36666.25,1.31,15.33,16.17,4.63
47992,466.72,16292.88,2.0,27.34,12.3,8.36
47993,273.75,26732.97,1.03,33.95,13.68,7.04
47994,417.5,46616.71,2.38,21.68,22.4,5.4
47995,84.15,13163.66,0.61,28.73,28.92,8.99
47996,371.88,33527.29,1.31,-3.43,-1.49,23.61
47997,161.8,20281.07,3.0,28.89,5.2,19.77
47998,142.39,49064.93,1.01,26.56,27.52,8.16
47999,27.62,10731.72,2.93,-7.57,29.04,1.37
48000,268.2,1128.42,1.76,-2.29,28.22,7.12
48001,276.1,13898.23,1.26,10.55,19.58,20.48
48002,332.23,3699.76,1.47,38.62,15.25,8.53
48003,138.88,26777.66,2.73,-2.4,23.18,11.72
48004,80.65,34921.9,2.75,19.15,24.33,15.51
48005,472.13,15763.42,0.83,16.52,-0.24,5.31
48006,74.68,17473.61,1.53,33.7,9.73,4.63
48007,37.68,35844.68,2.17,-1.99,19.53,11.5
48008,394.39,38568.53,0.79,28.49,6.56,16.88
48009,47.22,17718.93,1.1,28.94,11.62,10.9
48010,258.57,43982.71,2.29,15.77,6.14,8.88
48011,386.19,2405.27,1.71,6.45,-2.14,5.94
48012,446.65,21528.82,0.59,24.04,11.76,18.02
48013,173.36,41518.4,0.82,21.25,11.35,4.57
48014,474.75,3342.42,2.67,7.41,29.21,14.49
48015,345.1,35408.18,0.89,7.95,4.45,6.64
48016,463.74,43366.03,2.42,30.96,2.49,6.77
48017,324.32,7998.0,0.81,13.11,3.93,22.12
48018,365.09,42110.38,2.7,-9.05,19.67,14.13
48019,390.73,23764.01,1.64,3.74,29.1,14.31
48020,346.93,17277.66,2.86,30.99,24.17,9.29
48021,15.31,3848.44,2.16,31.82,15.75,17.69
48022,48.53,22726.95,2.66,21.34,-4.34,5.55
48023,88.13,8710.06,2.36,19.69,-0.14,0.63
48024,161.85,10927.0,1.62,6.58,-4.35,18.74
48025,107.89,38523.11,1.48,14.69,0.6,7.21
48026,479.44,7238.96,2.16,12.47,4.22,21.26
48027,270.38,24931.67,2.66,-5.72,0.05,10.11
48028,450.31,26471.92,1.89,18.54,13.44,10.17
48029,422.94,48238.74,2.89,-3.98,18.19,13.46
48030,420.68,41113.93,0.84,-9.26,22.01,8.46
48031,22.9,23117.02,0.5,-4.78,27.2,7.21
48032,384.27,8202.37,2.84,-7.7,-1.93,12.72
48033,20.51,14297.87,1.22,-7.47,20.11,21.42
48034,122.16,24435.08,1.85,0.16,14.14,14.8
48035,68.42,21434.55,1.27,27.36,26.16,20.44
48036,298.85,38331.92,1.64,21.49,11.31,14.65
48037,349.28,34653.76,2.39,35.74,6.22,9.63
48038,150.7,13000.05,1.37,20.78,22.07,22.78
48039,18.65,7933.4,2.16,14.55,24.9,22.79
48040,315.16,23073.44,1.47,28.84,13.94,24.18
48041,419.21,21494.94,2.94,-1.31,21.5,4.34
48042,49.51,5060.78,1.75,32.62,-4.84,22.09
48043,460.11,42469.33,2.71,34.4,23.08,12.55
48044,24.87,14075.41,2.81,27.42,8.0,7.54
48045,30.86,17173.41,0.75,26.78,13.16,4.82
48046,158.98,2581.75,0.94,27.78,20.85,11.73
48047,231.95,46639.81,1.5,-6.6,26.19,17.73
48048,314.88,26969.9,0.96,22.73,17.46,16.53
48049,12.46,4449.79,1.16,6.5,-0.36,14.87
48050,307.76,7469.81,2.67,24.16,1.79,24.82
48051,132.74,43518.46,2.95,5.42,-0.9,14.56
48052,330.85,36929.48,2.85,34.34,9.58,16.15
48053,265.51,10220.77,1.02,31.63,24.53,7.02
48054,462.1,47285.44,2.74,28.97,14.09,13.96
48055,186.53,15662.28,2.55,24.98,6.57,21.33
48056,218.26,35711.03,2.51,-7.19,25.84,20.2
48057,348.27,42013.22,2.76,10.74,24.48,3.31
48058,254.11,49254.47,1.8,19.1,29.65,22.23
48059,267.46,3077.11,2.09,25.25,20.6,8.31
48060,181.11,3735.36,1.07,-6.08,-2.74,2.29
48061,95.21,38253.99,0.81,2.19,-3.08,17.35
48062,403.01,44023.75,1.54,8.49,2.77,23.44
48063,312.44,18623.2,1.65,31.03,0.57,15.19
48064,214.05,21588.45,1.99,-1.16,3.52,17.48
48065,474.26,1781.86,2.9,22.64,18.47,18.63
48066,232.86,3850.79,1.48,25.11,-3.37,1.64
48067,454.08,3613.93,1.02,-4.93,18.12,6.09
48068,219.04,44557.91,1.44,36.91,24.22,10.01
48069,192.15,6595.35,1.8,18.92,18.87,22.18
48070,230.4,33361.75,2.4,28.81,-3.99,10.75
48071,405.9,49480.84,2.24,-9.01,16.55,3.33
48072,457.23,23928.95,1.39,-2.77,27.13,14.35
48073,86.38,38252.05,0.67,3.88,-3.7,4.15
48074,379.58,19268.48,0.68,6.81,26.07,15.02
48075,259.11,10372.9,1.76,22.43,20.4,14.04
48076,269.06,14196.66,1.15,21.27,21.56,24.19
48077,204.89,8595.9,1.92,6.6,22.52,6.57
48078,368.47,33479.07,2.9,24.33,24.34,24.71
48079,365.98,40607.03,2.9,14.37,16.83,0.3
48080,101.28,36491.04,1.5,-2.54,6.84,1.57
48081,468.17,23933.42,2.6,9.65,14.21,15.61
48082,156.24,26659.53,2.48,18.73,22.83,2.43
48083,200.88,19864.92,0.95,16.67,12.66,4.59
48084,182.87,25387.91,2.61,24.29,15.04,13.25
48085,482.9,15399.08,1.6,9.61,16.95,21.41
48086,436.15,27441.45,1.31,-3.38,5.37,5.13
48087,350.51,32948.15,2.02,16.17,6.56,10.37
48088,208.45,31179.42,0.97,31.86,26.24,12.76
48089,210.5,13496.2,1.19,5.26,-0.64,19.22
48090,238.25,14258.37,2.68,25.57,17.93,1.3
48091,408.39,14965.64,2.12,26.81,10.51,8.12
48092,35.62,19155.9,2.19,26.98,16.09,19.3
48093,229.59,33027.15,1.93,34.62,20.33,8.16
48094,107.61,41193.71,2.25,-8.82,5.61,19.3
48095,267.52,39592.9,0.51,12.8,24.62,8.67
48096,150.2,10493.36,2.26,19.13,8.99,11.92
48097,481.12,3294.1,1.04,22.17,23.77,9.62
48098,39.46,12289.54,0.98,28.21,0.34,8.18
48099,63.19,45303.53,2.76,33.63,5.66,5.13
48100,29.43,42680.35,1.7,39.69,2.87,2.35
48101,468.6,7511.65,0.63,-3.49,0.45,11.62
48102,381.95,8642.56,2.05,-7.74,7.96,24.1
48103,124.53,20225.9,2.25,15.67,27.37,17.18
48104,265.53,9711.97,0.57,32.5,8.28,11.93
48105,257.05,12052.6,1.67,-0.35,-0.21,12.99
48106,96.85,42728.08,2.1,2.79,28.24,9.53
48107,192.08,16850.5,0.7,14.43,4.3,23.02
48108,395.69,43287.02,1.58,5.64,9.34,13.7
48109,51.45,22306.74,0.93,20.96,16.35,0.14
48110,120.84,41831.91,2.87,27.86,6.41,11.2
48111,104.59,6247.09,2.16,34.28,20.8,10.96
48112,389.81,40172.06,2.77,-9.82,15.44,6.86
48113,369.27,11915.35,2.54,-5.72,19.03,23.54
48114,328.19,175.06,1.99,15.54,17.87,4.07
48115,110.73,34517.44,2.32,33.82,-2.72,14.69
48116,388.51,45584.51,2.36,20.64,4.3,16.14
48117,318.94,15700.24,0.88,1.33,-3.7,4.21
48118,287.56,31253.48,1.45,-6.88,3.06,8.6
48119,338.33,48516.93,1.84,16.48,19.4,22.38
48120,246.98,3076.33,0.59,26.03,20.57,22.22
48121,332.98,40070.94,2.63,38.69,0.02,9.55
48122,102.4,3541.65,1.51,17.25,16.55,6.57
48123,274.64,2937.45,2.92,34.87,5.02,22.2
48124,36.55,43603.91,1.27,-6.09,-4.37,8.09
48125,44.45,1770.0,0.51,1.25,-1.26,4.01
48126,286.33,15360.56,2.0,5.11,26.27,6.69
48127,253.46,37865.61,1.43,-0.4,26.87,11.52
48128,321.98,27502.99,1.04,14.32,29.97,5.24
48129,324.33,48377.67,1.62,33.15,11.04,13.24
48130,181.74,7503.89,1.96,3.28,-0.93,20.72
48131,349.86,49557.87,1.05,16.92,16.49,1.46
48132,417.19,44650.33,2.24,12.2,-2.13,10.98
48133,328.43,46670.86,1.74,14.02,21.89,10.55
48134,292.25,11749.53,0.93,39.69,21.69,9.33
48135,201.07,32651.37,1.78,-0.72,8.79,17.37
48136,467.23,37285.69,1.9,38.04,24.86,16.93
48137,22.41,46113.21,1.5,25.35,19.37,17.09
48138,462.58,44257.61,1.07,23.51,-2.42,10.11
48139,489.74,9371.33,1.73,33.81,8.33,18.02
48140,133.28,3750.2,2.3,16.72,15.56,3.25
48141,264.58,37861.81,2.24,22.85,24.07,19.03
48142,263.19,20371.19,2.2,6.93,13.41,21.74
48143,166.3,28851.5,2.16,15.88,3.91,4.55
48144,166.25,48416.42,1.67,12.75,3.95,6.41
48145,185.94,9941.04,1.74,25.02,14.98,20.23
48146,349.65,18041.84,1.52,3.59,-1.7,1.82
48147,87.58,42596.55,0.66,18.22,6.6,7.4
48148,14.26,5215.7,2.75,16.84,1.19,4.97
48149,170.32,48830.24,1.66,20.47,5.06,0.24
48150,322.27,24565.01,0.93,39.69,1.94,8.14
48151,449.14,2300.1,1.37,-5.54,5.76,15.16
48152,359.85,1618.11,1.4,21.66,20.9,5.58
48153,100.89,45143.3,2.77,4.81,9.32,3.8
48154,360.89,18934.73,2.75,8.44,24.5,5.65
48155,224.42,20678.39,1.42,3.14,0.7,22.38
48156,276.46,23505.12,2.6,28.08,0.76,7.85
48157,184.78,31587.36,2.99,21.64,12.36,24.28
48158,35.66,44554.82,1.88,0.3,17.75,15.69
48159,497.19,17663.33,1.76,19.64,10.55,14.51
48160,258.04,33566.8,1.08,0.57,8.75,3.32
48161,491.48,22281.37,1.34,22.15,4.57,0.96
48162,464.14,2206.49,1.14,-7.8,24.96,15.03
48163,157.0,29084.99,0.75,6.68,14.42,1.99
48164,226.72,550.74,1.53,1.15,-2.95,22.78
48165,454.52,7591.77,1.57,23.45,12.23,7.86
48166,61.97,45898.87,2.32,28.67,9.0,10.66
48167,199.55,23300.62,2.75,35.43,-2.68,4.05
48168,309.6,13171.67,2.25,34.56,27.8,10.11
48169,13.05,17717.68,1.16,14.5,13.64,13.53
48170,49.79,24608.95,0.9,0.77,16.35,18.75
48171,124.19,3553.95,2.8,10.49,1.72,2.33
48172,307.22,35963.31,0.79,26.74,27.11,9.85
48173,399.38,23953.59,2.36,32.64,5.77,21.05
48174,187.24,28139.11,2.96,34.16,17.42,20.48
48175,189.02,44811.18,2.96,32.86,5.65,10.53
48176,438.65,21369.82,2.09,28.18,3.59,7.72
48177,83.3,6206.12,0.54,10.98,21.59,15.57
48178,275.2,18146.58,1.1,10.15,21.33,24.4
48179,251.93,15209.52,2.88,9.07,-1.16,7.88
48180,466.2,401.26,2.99,10.16,29.05,22.76
48181,38.56,1264.28,1.79,22.41,8.99,17.96
48182,392.01,3010.0,2.17,23.89,-1.57,16.67
48183,447.92,42194.14,1.92,5.63,-4.07,17.03
48184,270.63,1752.87,2.51,2.01,3.14,10.78
48185,320.13,48645.04,1.49,15.66,8.26,7.46
48186,454.32,47621.64,1.68,31.72,12.74,19.97
48187,21.61,10991.05,0.85,-5.42,11.21,14.43
48188,480.44,46043.02,2.47,17.33,3.49,16.22
48189,16.77,47910.22,0.61,9.05,12.86,7.13
48190,352.6,42560.42,0.79,3.15,15.95,14.41
48191,276.0,39124.78,0.97,22.72,-0.21,19.93
48192,53.8,21203.49,2.46,19.8,-3.51,6.44
48193,277.29,16006.53,2.96,13.33,-1.38,4.14
48194,412.03,26570.33,2.02,4.63,23.24,20.01
48195,10.37,8361.54,2.21,-4.73,12.15,2.96
48196,77.99,33084.2,1.39,21.89,9.49,0.12
48197,172.65,23954.23,0.75,-4.93,0.02,20.08
48198,419.32,3928.84,2.32,9.17,0.36,21.04
48199,35.37,8419.03,2.45,24.08,0.74,16.7
48200,257.35,16244.96,1.8,-8.56,-0.53,2.83
48201,497.59,19262.53,2.77,29.5,0.93,4.86
48202,285.99,5020.65,2.56,19.51,25.78,15.41
48203,85.52,32377.65,2.15,15.44,24.24,22.46
48204,447.4,48852.02,0.51,13.05,3.16,13.46
48205,486.45,3893.32,1.94,8.76,20.23,24.09
48206,10.81,17970.88,0.54,16.96,28.15,16.95
48207,388.08,42910.92,1.29,-7.94,1.42,18.34
48208,173.61,6014.91,2.07,-7.58,4.41,3.03
48209,193.99,18010.72,1.63,-7.57,8.98,18.94
48210,448.67,7833.98,1.61,24.22,18.44,18.2
48211,99.43,33142.03,1.63,22.12,4.0,12.49
48212,352.48,1075.13,2.92,-4.78,20.88,7.94
48213,123.4,11816.95,1.05,17.12,27.8,7.5
48214,187.87,37283.23,2.18,33.69,0.08,23.9
48215,185.12,32863.07,1.65,24.88,19.85,13.79
48216,460.56,2676.97,1.67,22.68,8.81,4.06
48217,425.55,11895.3,2.98,21.2,17.62,0.84
48218,202.16,48914.97,2.98,16.98,19.16,5.85
48219,197.95,30862.36,2.58,-2.93,0.45,12.19
48220,414.12,42708.32,2.76,4.05,-3.06,0.85
48221,444.49,45872.74,2.02,-0.61,4.24,9.34
48222,454.9,46372.38,2.79,15.75,0.22,6.85
48223,403.84,48656.24,2.26,2.28,-0.62,18.96
48224,457.84,40656.5,1.24,4.16,-3.0,5.23
48225,441.13,7525.99,0.63,24.48,4.67,6.1
48226,297.26,2155.6,1.02,1.24,17.81,0.92
48227,214.04,20892.42,1.78,38.43,26.74,8.14
48228,186.19,24870.83,2.52,37.41,27.72,4.57
48229,92.52,39313.46,2.81,20.19,1.24,10.47
48230,458.09,33822.56,1.8,16.63,27.48,23.19
48231,440.88,11470.93,2.3,22.2,-3.03,15.0
48232,246.46,32361.53,2.8,35.37,18.28,10.69
48233,426.56,31621.99,2.15,-9.03,1.58,5.16
48234,352.74,40885.16,0.84,18.95,19.49,19.52
48235,106.25,45828.59,1.22,24.38,10.91,19.08
48236,81.13,2140.57,1.4,-9.93,6.86,16.32
48237,291.54,826.02,0.73,-9.85,21.4,9.09
48238,90.01,19689.7,1.45,30.0,4.3,0.86
48239,80.26,3969.74,0.96,-7.2,29.54,7.01
48240,393.75,46490.78,1.2,20.12,5.78,11.26
48241,447.52,22655.59,2.13,-6.83,19.58,18.68
48242,61.76,35271.59,1.24,-3.92,-4.63,4.93
48243,426.22,44606.33,1.16,-2.25,8.8,11.23
48244,143.03,27674.51,1.93,8.54,8.97,23.12
48245,155.94,3985.69,2.92,1.21,22.66,0.58
48246,238.25,35781.19,1.58,20.69,22.59,2.6
48247,287.2,4840.42,1.75,22.22,4.31,23.03
48248,35.45,46910.67,1.61,-7.06,8.3,13.63
48249,55.29,12533.16,1.13,19.79,-1.1,3.24
48250,218.25,24718.29,1.58,4.73,-3.82,5.88
48251,426.74,39728.58,1.37,-6.43,12.5,3.07
48252,30.15,16853.04,0.86,10.96,18.17,13.64
48253,492.63,13334.39,2.81,13.58,13.58,5.95
48254,460.54,5430.13,1.8,4.1,13.03,8.96
48255,106.19,10810.42,0.54,18.64,16.16,22.96
48256,189.01,45752.4,1.7,15.97,22.27,13.92
48257,44.95,6467.02,2.57,37.64,26.12,3.18
48258,157.15,14255.11,1.43,-0.08,24.74,12.15
48259,150.42,15324.28,1.17,10.34,10.27,5.26
48260,88.36,22325.48,2.94,10.15,2.24,24.55
48261,288.77,15124.99,1.74,9.9,12.44,5.69
48262,254.84,29214.31,2.89,37.04,16.6,20.56
48263,408.42,16147.98,2.53,19.97,18.74,22.03
48264,405.11,3522.76,2.64,-0.96,25.94,7.35
48265,366.82,16075.64,1.13,-0.03,19.33,8.8
48266,168.43,8505.33,2.68,1.52,11.27,24.3
48267,147.63,39680.1,1.66,-1.81,4.75,22.81
48268,272.2,10686.45,2.59,4.16,12.59,14.83
48269,161.89,46408.32,2.14,5.07,2.99,10.33
48270,122.55,8251.94,2.11,30.63,7.99,19.08
48271,464.12,39078.55,1.56,-8.84,18.78,6.7
48272,18.54,30141.98,2.06,10.21,28.06,19.77
48273,251.8,45321.79,1.87,39.04,16.29,21.62
48274,356.18,49155.41,2.85,0.11,24.36,23.83
48275,39.14,15424.1,2.84,32.53,21.86,18.64
48276,353.89,16211.71,1.9,4.63,4.2,3.07
48277,261.98,12532.4,2.87,25.63,9.49,4.87
48278,101.48,11433.65,1.0,13.33,10.88,8.97
48279,71.2,39634.48,2.4,39.33,13.93,18.87
48280,472.67,11336.37,0.52,27.01,-4.41,7.58
48281,216.73,37828.53,0.83,26.42,25.61,3.06
48282,263.64,44566.06,2.33,21.79,-2.39,0.98
48283,378.83,15975.67,1.72,35.69,25.49,8.14
48284,58.46,28630.42,1.56,2.49,25.85,4.2
48285,199.44,35992.93,0.85,37.12,17.66,4.85
48286,107.59,28035.2,2.74,29.83,-0.41,13.6
48287,35.26,43853.48,0.7,39.33,11.85,15.21
48288,368.73,29259.6,0.93,19.24,-0.41,9.96
48289,133.52,4350.57,2.52,4.86,-1.24,16.29
48290,304.43,35170.37,0.8,18.15,20.44,18.82
48291,247.99,40455.56,1.53,-4.54,19.38,19.8
48292,312.72,47485.49,2.69,17.88,16.75,12.69
48293,305.66,12457.05,0.96,16.11,20.97,15.71
48294,44.81,3435.72,2.76,15.03,17.84,10.01
48295,434.46,37591.18,2.05,-5.27,12.65,11.98
48296,230.16,13714.13,1.22,26.42,26.31,9.73
48297,325.4,44019.67,2.62,28.39,-4.14,14.2
48298,489.79,5016.45,2.38,35.45,11.72,6.68
48299,301.75,32529.68,1.75,-2.69,7.64,9.4
48300,216.08,23047.44,1.72,-2.86,9.34,4.41
48301,56.43,49156.95,0.82,23.43,11.49,19.16
48302,54.66,40414.51,2.85,26.81,-4.34,21.19
48303,144.2,39107.51,2.5,19.58,21.31,0.78
48304,112.49,2082.2,1.38,22.94,14.76,23.85
48305,194.22,10999.26,2.27,26.28,2.47,11.08
48306,309.45,9045.16,0.86,-6.49,-3.9,0.85
48307,496.77,18988.8,1.32,19.36,16.43,1.97
48308,385.56,25608.49,0.57,37.71,13.8,7.5
48309,401.17,27649.12,1.2,-0.14,-0.34,7.78
48310,198.7,27250.99,0.63,-0.53,10.01,12.98
48311,322.86,43361.3,1.81,0.73,16.98,21.53
48312,411.82,21364.64,1.26,-4.14,18.32,19.55
48313,293.57,19141.22,1.78,3.22,10.37,21.8
48314,140.87,48967.36,2.45,-7.31,14.24,5.45
48315,288.23,1781.16,2.91,39.27,25.65,14.02
48316,236.64,37119.26,1.16,29.83,25.88,16.4
48317,399.43,10814.52,1.97,21.85,-3.24,23.4
48318,316.54,39103.91,2.38,37.88,21.38,3.64
48319,232.79,27910.05,1.54,-0.99,18.54,8.17
48320,266.67,4013.57,2.92,26.35,20.25,20.8
48321,313.17,37383.51,1.55,32.22,18.63,8.22
48322,59.06,2585.91,0.94,24.26,28.93,17.95
48323,97.57,48220.17,2.68,23.69,20.88,22.49
48324,170.33,43247.52,2.53,18.74,1.92,23.58
48325,127.69,47396.81,1.98,-7.68,22.57,17.66
48326,488.18,735.77,2.13,39.51,29.95,1.51
48327,111.31,20669.52,1.15,24.99,29.89,8.81
48328,324.55,3903.28,0.69,-4.35,-3.76,2.21
48329,317.44,42343.48,1.98,6.47,2.25,5.74
48330,305.46,12391.34,0.98,1.11,17.07,14.59
48331,402.0,29793.19,0.98,-6.47,1.44,4.32
48332,90.89,4885.88,0.92,12.52,20.43,24.36
48333,196.67,35088.02,0.78,16.57,24.56,19.94
48334,257.6,1788.36,1.62,-2.2,-3.94,16.14
48335,485.28,20605.23,2.55,27.65,8.75,12.82
48336,209.05,31702.0,2.0,10.88,7.03,22.78
48337,300.23,47069.59,1.7,26.5,20.12,18.28
48338,254.51,16072.53,2.26,18.71,3.3,0.84
48339,309.01,39179.11,2.15,0.13,0.66,3.92
48340,202.18,33876.63,2.9,4.17,27.88,19.06
48341,150.71,29755.85,0.68,29.03,-1.66,9.94
48342,407.78,35426.15,2.77,18.24,23.49,7.33
48343,50.4,8859.85,1.36,20.64,4.02,15.39
48344,277.46,23866.14,1.93,16.27,29.84,16.85
48345,166.15,29785.84,1.92,9.15,8.05,24.38
48346,250.57,28193.78,1.95,16.26,14.9,13.18
48347,85.0,7297.17,1.32,14.64,26.27,16.28
48348,195.21,28388.92,2.83,-3.79,17.75,7.32
48349,338.82,10458.24,0.64,1.99,25.33,10.13
48350,197.85,40021.4,2.01,-7.72,4.62,14.04
48351,66.94,16265.16,1.7,37.81,22.45,1.28
48352,157.55,26044.62,1.61,-3.46,-2.58,6.06
48353,119.43,8489.85,1.65,33.06,-3.14,5.5
48354,423.59,10351.03,2.32,36.57,27.58,6.07
48355,82.56,24744.63,2.79,16.84,10.28,1.22
48356,299.79,29214.48,2.07,28.35,21.68,1.78
48357,22.55,39194.31,2.49,-4.87,12.66,14.69
48358,203.41,7892.59,2.98,-0.06,5.54,4.48
48359,379.47,43654.54,2.22,28.17,13.59,14.36
48360,322.4,40165.6,1.75,2.89,11.28,3.0
48361,155.41,31596.14,1.61,12.57,29.11,6.4
48362,200.4,28139.5,2.2,14.87,19.12,7.14
48363,311.29,33947.19,1.66,-7.28,24.66,20.68
48364,495.27,13734.15,1.57,-2.2,9.38,2.23
48365,413.98,16185.82,2.46,20.21,1.5,3.25
48366,476.41,12146.23,2.55,23.7,23.57,11.74
48367,241.2,48786.2,1.21,39.52,9.24,19.7
48368,89.48,3852.67,2.83,-4.48,14.19,18.36
48369,413.67,10586.89,1.32,22.81,21.28,23.33
48370,138.49,11634.77,0.81,18.56,16.86,4.54
48371,301.27,13732.76,1.61,27.7,21.4,17.31
48372,40.96,46490.43,0.97,8.03,15.51,11.94
48373,343.71,44271.67,1.08,1.04,18.84,16.13
48374,132.99,12741.74,1.81,27.48,21.6,22.24
48375,205.55,26932.26,2.42,11.25,10.85,7.14
48376,90.13,33186.48,1.21,13.46,11.21,9.07
48377,184.57,3485.86,1.32,21.21,16.84,3.0
48378,296.65,19470.35,2.18,12.16,16.04,20.37
48379,317.72,11259.1,2.73,5.46,16.23,16.08
48380,410.8,22647.28,2.17,24.91,16.31,3.43
48381,462.08,49322.25,1.3,-9.25,23.52,2.52
48382,127.05,10662.88,1.36,-7.7,-3.21,3.89
48383,495.21,49877.21,1.18,10.52,1.7,11.77
48384,26.17,46027.99,2.91,23.37,-2.09,23.76
48385,276.75,6713.47,2.48,36.79,1.21,12.61
48386,196.5,915.92,2.02,23.28,23.08,15.83
48387,272.81,19265.22,1.03,35.71,2.26,12.37
48388,492.09,1649.04,1.72,23.06,11.76,12.8
48389,450.98,37514.38,2.06,30.56,4.1,13.67
48390,121.1,38118.32,2.41,37.07,26.27,23.95
48391,399.52,41316.95,2.14,26.63,18.95,4.6
48392,194.74,25823.64,0.54,10.54,-1.02,0.78
48393,74.55,42947.7,0.58,7.85,28.86,23.62
48394,235.3,6791.5,2.81,27.68,1.56,23.21
48395,401.02,39158.72,0.89,10.31,10.71,24.94
48396,133.16,24222.55,0.81,22.82,19.7,18.37
48397,265.97,4493.45,0.85,-1.28,11.94,9.95
48398,363.23,40781.37,1.89,2.48,-0.1,12.56
48399,283.17,43077.64,2.33,37.17,6.59,15.33
48400,189.74,23719.41,1.56,-6.68,7.26,12.61
48401,100.38,6873.28,1.25,18.49,14.03,3.96
48402,421.1,41161.19,1.3,-9.83,20.57,1.59
48403,134.25,28289.24,1.02,33.35,28.22,7.31
48404,28.48,49820.91,1.96,-2.43,1.26,23.4
48405,65.89,26145.04,1.86,15.19,-1.59,20.1
48406,232.6,47102.72,1.08,23.77,1.78,13.22
48407,25.32,40948.69,2.12,35.95,2.12,8.94
48408,135.14,32507.31,0.71,10.28,10.82,20.41
48409,116.45,33421.34,1.99,38.17,2.71,3.05
48410,417.35,39146.75,0.75,0.52,22.54,18.54
48411,117.39,19413.16,1.46,5.66,14.76,13.85
48412,79.37,14434.68,1.25,23.33,0.25,21.09
48413,292.63,19373.68,2.09,33.04,15.75,2.89
48414,413.7,14413.05,1.04,-8.16,9.96,17.84
48415,407.62,44168.06,1.71,-4.66,28.64,2.06
48416,472.44,28705.24,1.91,18.15,-4.56,24.08
48417,408.06,13075.66,1.46,15.38,-2.36,11.88
48418,364.75,38559.86,1.29,6.93,-1.75,2.86
48419,454.6,35604.66,0.72,28.8,10.07,23.44
48420,204.03,49398.69,2.58,10.7,0.06,2.18
48421,208.68,10915.32,1.36,23.63,-1.08,24.42
48422,178.37,15155.51,2.86,30.42,-4.57,9.7
48423,55.72,48022.68,2.67,18.98,18.61,13.52
48424,232.04,38074.86,2.93,8.77,-4.61,13.4
48425,227.09,45057.37,1.77,28.72,18.91,4.75
48426,97.47,33360.67,1.06,31.45,28.96,7.13
48427,385.08,29337.02,1.08,21.74,-3.61,21.13
48428,203.65,42041.43,2.48,35.77,0.59,22.59
48429,85.82,18448.53,2.81,24.31,26.19,19.43
48430,402.05,17446.59,2.22,-9.88,8.29,16.54
48431,352.76,25958.58,0.92,-5.66,7.61,15.52
48432,226.07,25755.76,2.29,15.45,19.74,4.62
48433,266.68,49358.64,2.48,21.24,28.06,11.57
48434,412.2,38803.3,1.76,38.99,29.57,20.61
48435,324.72,18792.4,1.16,-5.4,29.88,19.44
48436,420.0,20148.3,1.95,2.49,3.21,18.9
48437,177.34,44187.5,2.26,11.89,3.47,12.06
48438,186.75,2704.05,0.68,26.41,-3.95,1.19
48439,303.35,36213.79,1.69,20.69,3.77,14.73
48440,66.74,27341.78,1.66,4.61,21.62,10.09
48441,118.2,25395.53,2.41,24.6,7.67,10.51
48442,74.01,41223.74,2.64,34.6,-3.58,8.51
48443,127.13,4818.45,2.7,30.07,29.4,1.82
48444,446.74,30332.6,1.13,-2.63,-2.11,12.87
48445,98.05,3348.34,2.39,32.04,27.8,24.22
48446,239.69,24270.3,2.35,3.65,-1.21,23.09
48447,78.9,40378.74,0.93,28.58,0.42,2.21
48448,284.35,24304.61,0.93,39.63,25.19,16.94
48449,75.91,28549.85,1.15,19.8,10.6,12.58
48450,133.6,46223.27,2.19,12.02,29.64,16.74
48451,211.41,20422.69,1.09,-7.58,6.81,21.98
48452,158.82,36345.38,2.29,2.71,26.92,21.67
48453,371.46,3802.51,1.81,21.12,-2.34,24.46
48454,359.28,38017.64,1.75,37.57,21.08,15.24
48455,270.69,38842.9,1.76,21.59,2.65,1.36
48456,164.81,46013.03,1.45,-5.61,11.19,15.54
48457,23.51,45731.11,1.26,3.0,11.87,2.84
48458,274.45,26297.71,2.37,22.34,16.24,19.66
48459,358.36,18947.08,1.44,-9.1,29.44,18.26
48460,166.79,11074.97,1.26,8.87,-1.07,17.02
48461,70.98,40357.55,2.48,-6.96,14.76,18.69
48462,322.01,19411.17,2.11,14.04,10.05,16.76
48463,468.16,10441.98,1.71,9.6,7.05,9.1
48464,48.35,3442.97,2.49,-1.37,27.68,6.96
48465,188.54,30563.07,2.95,39.95,27.62,21.22
48466,320.61,5616.83,2.53,-9.57,-4.62,18.71
48467,287.43,49427.23,1.04,11.21,25.11,12.62
48468,211.81,35981.21,2.46,20.04,24.25,2.22
